Date (GMT+1),Cross border electricity trading,Non-Renewable,Renewable,Load,"CO2 Emission Allowances, Auction DE"
2019-01-01T00:00+01:00,-9677.56,14768.95,30717.46,43273.5,19.25
2019-01-01T01:00+01:00,-10021.95,13049.73,32405.84,41631.5,19.25
2019-01-01T02:00+01:00,-11210.88,12531.31,32733.27,40084.71,19.25
2019-01-01T03:00+01:00,-11405.08,12547.07,34208.6,39269.81,19.25
2019-01-01T04:00+01:00,-12342.53,12483.22,35949.38,39032.75,19.25
2019-01-01T05:00+01:00,-12909.64,12375.82,37164.78,38570.52,19.25
2019-01-01T06:00+01:00,-13945.76,12176.39,38475.78,38047.56,19.25
2019-01-01T07:00+01:00,-14597.87,12216.14,39315.64,38756.2,19.25
2019-01-01T08:00+01:00,-14181.52,12239.9,40206.43,39575.23,19.25
2019-01-01T09:00+01:00,-13430.11,12703.77,40595.48,42118.94,19.25
2019-01-01T10:00+01:00,-13808.12,12773.94,42468.67,44866.68,19.25
2019-01-01T11:00+01:00,-13935.07,12884.86,45184.88,47785.09,19.25
2019-01-01T12:00+01:00,-13378.97,12998.56,45707.78,49116.87,19.25
2019-01-01T13:00+01:00,-14214.04,12959.27,45921.86,48786.04,19.25
2019-01-01T14:00+01:00,-15126.82,12938.07,45572.53,48528.48,19.25
2019-01-01T15:00+01:00,-15876.84,12969.19,44355.56,48982.95,19.25
2019-01-01T16:00+01:00,-15826.5,12854.07,45018.79,50726.64,19.25
2019-01-01T17:00+01:00,-14830.25,12891.44,45469.82,53893.43,19.25
2019-01-01T18:00+01:00,-13874.72,12740.51,45515.71,54658.18,19.25
2019-01-01T19:00+01:00,-13421.09,12742.54,45135.05,53663.6,19.25
2019-01-01T20:00+01:00,-13553.01,12708.14,45011.09,51355.76,19.25
2019-01-01T21:00+01:00,-13424.69,12666.08,44576.38,49733.41,19.25
2019-01-01T22:00+01:00,-12115.17,12653.72,43484.25,48741.58,19.25
2019-01-01T23:00+01:00,-12442.8,12441.71,43318.02,45919.32,19.25
2019-01-02T00:00+01:00,-11299.12,12525.99,41667.97,43719.72,19.25
2019-01-02T01:00+01:00,-11829.92,11972.23,40447.87,42212.97,19.25
2019-01-02T02:00+01:00,-12315.01,12151.6,39940.98,41807.39,19.25
2019-01-02T03:00+01:00,-12402.3,12305.21,39363.38,42330.68,19.25
2019-01-02T04:00+01:00,-11896.21,12390.31,39602.38,43757.98,19.25
2019-01-02T05:00+01:00,-12146.73,13322.11,40695.59,46896.07,19.25
2019-01-02T06:00+01:00,-11742.75,15140.22,42094.63,52714.26,19.25
2019-01-02T07:00+01:00,-11346.11,17085.27,42360.47,58136.26,19.25
2019-01-02T08:00+01:00,-10497.43,18922.69,41417.12,61514.12,19.25
2019-01-02T09:00+01:00,-10093.96,21130.34,41782.59,63429.45,19.25
2019-01-02T10:00+01:00,-10611.44,21577.36,44015.48,64466.21,19.25
2019-01-02T11:00+01:00,-11017.22,21747.09,46298.51,65755.93,19.25
2019-01-02T12:00+01:00,-11163.34,21912.44,47040.06,66016.36,19.25
2019-01-02T13:00+01:00,-11215.41,21654.24,45560.18,65282.62,19.25
2019-01-02T14:00+01:00,-10109.08,22905.77,41361.41,64117.46,19.25
2019-01-02T15:00+01:00,-6928.05,25296.47,36069.74,64009.86,19.25
2019-01-02T16:00+01:00,-7732.48,28193.06,32853.6,65227.25,19.25
2019-01-02T17:00+01:00,-5310.97,29380.45,31683.6,68510.32,19.25
2019-01-02T18:00+01:00,-4930.23,30257.97,29935.7,68247.36,19.25
2019-01-02T19:00+01:00,-5030.76,30539.71,28121.75,66477.66,19.25
2019-01-02T20:00+01:00,-6281.64,30829.5,26364.19,62719.83,19.25
2019-01-02T21:00+01:00,-5303.77,29883.82,24927.08,59541.87,19.25
2019-01-02T22:00+01:00,-6579.48,29565.02,23686.21,57643.22,19.25
2019-01-02T23:00+01:00,-7621.38,28352.55,22423.5,53959.19,19.25
2019-01-03T00:00+01:00,-8714.76,27634.14,22113.09,51007.94,19.25
2019-01-03T01:00+01:00,-8712.03,28141.88,22158.38,50046.26,19.25
2019-01-03T02:00+01:00,-8775.05,28387.52,21697.61,49751.43,19.25
2019-01-03T03:00+01:00,-8004.94,28465.3,22098.78,49640.84,19.25
2019-01-03T04:00+01:00,-7838.9,28385.49,22837.29,50417.04,19.25
2019-01-03T05:00+01:00,-10208.07,30098.74,23540.69,53021.77,19.25
2019-01-03T06:00+01:00,-11015.73,34334.68,23766.59,57841,19.25
2019-01-03T07:00+01:00,-8110.21,36234.97,23900.26,62218.61,19.25
2019-01-03T08:00+01:00,-9744.57,38208.34,24019.08,64800.43,19.25
2019-01-03T09:00+01:00,-8959.68,39758.01,24496.5,66152.36,19.25
2019-01-03T10:00+01:00,-8945.68,40704.67,24314.98,66814.73,19.25
2019-01-03T11:00+01:00,-8468.48,41127.04,23640.22,67815.31,19.25
2019-01-03T12:00+01:00,-6878.81,41468.81,22373.25,68012.39,19.25
2019-01-03T13:00+01:00,-5347.47,41438.59,20449.33,66870.07,19.25
2019-01-03T14:00+01:00,-4621.26,41227.66,18194.58,65817.47,19.25
2019-01-03T15:00+01:00,-3568.59,41478.55,16292.63,65260.67,19.25
2019-01-03T16:00+01:00,-4737.32,41934.14,16246.21,66578.6,19.25
2019-01-03T17:00+01:00,-3874.22,41849.91,17385.16,69665.81,19.25
2019-01-03T18:00+01:00,-4868.4,41203.54,17821.13,69336.98,19.25
2019-01-03T19:00+01:00,-5078.65,41352.94,17686.74,67354.03,19.25
2019-01-03T20:00+01:00,-7833.02,41863.31,17438.69,63666.9,19.25
2019-01-03T21:00+01:00,-8703.94,41306.66,16653.19,60674.58,19.25
2019-01-03T22:00+01:00,-7857.05,40056.89,15563.94,58432.22,19.25
2019-01-03T23:00+01:00,-7362.76,37323.69,15015.3,55109.29,19.25
2019-01-04T00:00+01:00,-7104.97,35258.62,15029.5,51952.63,19.25
2019-01-04T01:00+01:00,-8617.76,34004.95,16501.68,50064.67,19.25
2019-01-04T02:00+01:00,-9175.05,33120.33,18163.57,49507.42,19.25
2019-01-04T03:00+01:00,-10092.8,32637.27,20021.94,49910.71,19.25
2019-01-04T04:00+01:00,-10558.27,32126.22,21843.62,51006.77,19.25
2019-01-04T05:00+01:00,-12290.36,32411.82,23427.47,53476.36,19.25
2019-01-04T06:00+01:00,-11134.84,33246.25,25174.43,58351.83,19.25
2019-01-04T07:00+01:00,-9996.33,34595.74,27405.35,63758.32,19.25
2019-01-04T08:00+01:00,-9166.02,35003.19,28597.84,66920.59,19.25
2019-01-04T09:00+01:00,-9108.92,35369.65,30126.43,68494.62,19.25
2019-01-04T10:00+01:00,-8746.25,35099.74,32290.28,69278.43,19.25
2019-01-04T11:00+01:00,-9398.35,35127.87,34450.02,69847.4,19.25
2019-01-04T12:00+01:00,-9953.7,34721.05,36032.63,70270.25,19.25
2019-01-04T13:00+01:00,-11192.86,33594.73,36490.36,69058.62,19.25
2019-01-04T14:00+01:00,-12247.46,34337.95,35459.16,67290.08,19.25
2019-01-04T15:00+01:00,-11580.71,34668.21,34300.69,66557.56,19.25
2019-01-04T16:00+01:00,-10496.69,34368.77,34498.52,67897.1,19.25
2019-01-04T17:00+01:00,-9548.29,34726.24,34876.4,70008.75,19.25
2019-01-04T18:00+01:00,-9196.75,34096.64,34737.41,69308.86,19.25
2019-01-04T19:00+01:00,-8857.06,32283.47,34270.19,67292.18,19.25
2019-01-04T20:00+01:00,-12400.22,30907.68,34027.33,63345.18,19.25
2019-01-04T21:00+01:00,-12242.02,28390.3,33933.24,60342.82,19.25
2019-01-04T22:00+01:00,-11876.03,27066.52,34031.44,58484.76,19.25
2019-01-04T23:00+01:00,-11044.21,24106.18,35286.37,54449.4,19.25
2019-01-05T00:00+01:00,-12006.13,21169.28,36206.14,51625.39,19.25
2019-01-05T01:00+01:00,-12662.79,19930.84,36723.17,49262.11,19.25
2019-01-05T02:00+01:00,-13099.46,19647.5,37613.19,47940.23,19.25
2019-01-05T03:00+01:00,-13462.06,18970.47,38636.91,47466.86,19.25
2019-01-05T04:00+01:00,-13533.01,18820.02,39322.91,47544.92,19.25
2019-01-05T05:00+01:00,-14633.97,19357.29,39038,47613.98,19.25
2019-01-05T06:00+01:00,-15909.18,20129.63,39602.22,48282.48,19.25
2019-01-05T07:00+01:00,-14761.62,22573.04,38340.15,50760.51,19.25
2019-01-05T08:00+01:00,-14152.81,24498.17,37124.64,54305.59,19.25
2019-01-05T09:00+01:00,-14410.37,26869.89,36151.23,57591.84,19.25
2019-01-05T10:00+01:00,-14148.85,29128.62,35321.15,59710.84,19.25
2019-01-05T11:00+01:00,-13638.84,29758.92,34766.68,60919.74,19.25
2019-01-05T12:00+01:00,-12803.44,30386.67,33631.28,60791.03,19.25
2019-01-05T13:00+01:00,-12271.82,30716.92,32551.98,59516.68,19.25
2019-01-05T14:00+01:00,-12445.19,30854.66,30655.41,58472.44,19.25
2019-01-05T15:00+01:00,-11632.83,31241.96,28934.35,58036.2,19.25
2019-01-05T16:00+01:00,-11375.51,31499.72,28108.35,59074.61,19.25
2019-01-05T17:00+01:00,-9734.14,32303.24,27625.1,61927.61,19.25
2019-01-05T18:00+01:00,-9127.02,32146.01,27512.67,61934.2,19.25
2019-01-05T19:00+01:00,-10139.77,31668.24,26736.14,60093.35,19.25
2019-01-05T20:00+01:00,-11120.83,30744.48,26405.57,56237.39,19.25
2019-01-05T21:00+01:00,-10620.82,29258.99,25870.52,53912.03,19.25
2019-01-05T22:00+01:00,-10519.48,28638.84,24767.24,52895.44,19.25
2019-01-05T23:00+01:00,-10402.24,27623.42,24201.76,49839.57,19.25
2019-01-06T00:00+01:00,-13048.64,26589.99,23502.14,46644.44,19.25
2019-01-06T01:00+01:00,-13911.85,26834.89,22531.38,44544.78,19.25
2019-01-06T02:00+01:00,-13189.79,27586.8,21398.53,43208.11,19.25
2019-01-06T03:00+01:00,-11445.33,27378.39,20857.15,43042.46,19.25
2019-01-06T04:00+01:00,-9141.78,27091,20181.5,43028.6,19.25
2019-01-06T05:00+01:00,-10993.82,27725.6,19577,42614.1,19.25
2019-01-06T06:00+01:00,-11685.39,28021.28,18250.11,42256,19.25
2019-01-06T07:00+01:00,-12295.28,29672.91,17046.03,43350.85,19.25
2019-01-06T08:00+01:00,-10617.82,30976.61,16602,45962.1,19.25
2019-01-06T09:00+01:00,-8951.23,32775.94,16210.43,49469.09,19.25
2019-01-06T10:00+01:00,-7878.25,33872.62,16743.01,52441.9,19.25
2019-01-06T11:00+01:00,-7639.89,35254.37,17042.48,55008.68,19.25
2019-01-06T12:00+01:00,-8533.39,36025.35,17332.91,55497.32,19.25
2019-01-06T13:00+01:00,-8631.45,35950.84,17409.02,54102.85,19.25
