ds,y,unique_id,day_of_week,month,hour,is_weekend,is_holiday,month_sin,month_cos,day_of_week_sin,day_of_week_cos,hour_sin,hour_cos,gas_price,cross_border_trading,non_renewable,renewable,load,co2_emission_allowances
2018-11-28 04:00:00,46.73,electricity_prices,2,11,4,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,24.892,-7970.68,33433.57,23256.23,54846.61,19.25
2018-11-28 05:00:00,48.95,electricity_prices,2,11,5,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.9659258262890684,0.2588190451025207,24.892,-9249.51,35550.01,24314.09,58873.18,19.25
2018-11-28 06:00:00,55.78,electricity_prices,2,11,6,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,24.892,-8527.62,38311.32,25680.86,66735.77,19.25
2018-11-28 07:00:00,67.76,electricity_prices,2,11,7,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.9659258262890684,-0.2588190451025206,24.892,-6895.55,39990.22,26205.7,73236.84,19.25
2018-11-28 08:00:00,70.0,electricity_prices,2,11,8,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,24.892,-7781.17,40148.67,27452.75,75241.8,19.25
2018-11-28 09:00:00,65.29,electricity_prices,2,11,9,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.7071067811865476,-0.7071067811865475,24.892,-9793.51,40133.01,29547.87,75155.55,19.25
2018-11-28 10:00:00,55.22,electricity_prices,2,11,10,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,24.892,-10621.37,40279.46,32287.21,75670.35,19.25
2018-11-28 11:00:00,53.54,electricity_prices,2,11,11,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.258819045102521,-0.9659258262890682,24.892,-9629.2,39788.53,33558.98,75773.32,19.25
2018-11-28 12:00:00,52.88,electricity_prices,2,11,12,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,24.892,-9943.68,39662.08,34273.41,75283.27,19.25
2018-11-28 13:00:00,52.88,electricity_prices,2,11,13,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,24.892,-8514.18,38741.51,33629.19,74523.3,19.25
2018-11-28 14:00:00,53.21,electricity_prices,2,11,14,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,24.892,-10386.72,38834.77,32358.54,73702.27,19.25
2018-11-28 15:00:00,57.25,electricity_prices,2,11,15,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.7071067811865471,-0.7071067811865479,24.892,-7926.65,38029.95,31236.96,74176.46,19.25
2018-11-28 16:00:00,60.73,electricity_prices,2,11,16,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.8660254037844384,-0.5000000000000004,24.892,-8150.65,37268.3,33313.73,75969.26,19.25
2018-11-28 17:00:00,62.25,electricity_prices,2,11,17,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,24.892,-7879.04,37384.99,35700.83,78239.76,19.25
2018-11-28 18:00:00,51.63,electricity_prices,2,11,18,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210292e-16,24.892,-9789.57,36801.22,36757.27,77154.63,19.25
2018-11-28 19:00:00,50.42,electricity_prices,2,11,19,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,24.892,-8246.09,35266.55,36263.56,75355.88,19.25
2018-11-28 20:00:00,47.79,electricity_prices,2,11,20,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,24.892,-10066.32,33057.25,36200.58,70680.26,19.25
2018-11-28 21:00:00,46.21,electricity_prices,2,11,21,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.7071067811865477,0.7071067811865474,24.892,-11422.27,30814.86,35836.47,66729.14,19.25
2018-11-28 22:00:00,44.91,electricity_prices,2,11,22,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,24.892,-11380.06,29277.82,34843.38,63488.52,19.25
2018-11-28 23:00:00,38.47,electricity_prices,2,11,23,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,-0.2588190451025215,0.965925826289068,24.892,-11307.55,27065.59,34515.35,59232.06,19.25
2018-11-29 00:00:00,40.95,electricity_prices,3,11,0,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.0,1.0,24.892,-10034.51,25656.67,34297.68,56082.28,19.25
2018-11-29 01:00:00,36.84,electricity_prices,3,11,1,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.2588190451025207,0.9659258262890684,24.892,-9851.7,25145.6,33913.2,54106.94,19.25
2018-11-29 02:00:00,35.1,electricity_prices,3,11,2,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,24.892,-9424.14,24858.92,33462.6,53302.89,19.25
2018-11-29 03:00:00,37.57,electricity_prices,3,11,3,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.7071067811865475,0.7071067811865476,24.892,-8584.14,25339.81,33011.62,53678.7,19.25
2018-11-29 04:00:00,39.94,electricity_prices,3,11,4,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,24.892,-8794.38,25937.1,32679.34,54973.66,19.25
2018-11-29 05:00:00,43.69,electricity_prices,3,11,5,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.9659258262890684,0.2588190451025207,24.892,-10059.94,27909.45,32055.81,57863.93,19.25
2018-11-29 06:00:00,52.51,electricity_prices,3,11,6,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,24.892,-8428.2,31331.7,32407.06,65319.74,19.25
2018-11-29 07:00:00,59.71,electricity_prices,3,11,7,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.9659258262890684,-0.2588190451025206,24.892,-7251.35,33851.84,32580.88,71348.18,19.25
2018-11-29 08:00:00,61.87,electricity_prices,3,11,8,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,24.892,-7764.01,34959.45,33254.14,73331.58,19.25
2018-11-29 09:00:00,53.75,electricity_prices,3,11,9,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.7071067811865476,-0.7071067811865475,24.892,-7732.34,34938.29,34886.53,73246.05,19.25
2018-11-29 10:00:00,57.96,electricity_prices,3,11,10,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,24.892,-8175.44,34328.53,36712.39,73647.79,19.25
2018-11-29 11:00:00,56.55,electricity_prices,3,11,11,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.258819045102521,-0.9659258262890682,24.892,-8216.96,34125.44,37902.29,74274.84,19.25
2018-11-29 12:00:00,55.8,electricity_prices,3,11,12,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,24.892,-8471.0,34071.49,38400.13,73835.82,19.25
2018-11-29 13:00:00,56.56,electricity_prices,3,11,13,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684,24.892,-7821.35,33453.56,37277.65,73605.08,19.25
2018-11-29 14:00:00,55.67,electricity_prices,3,11,14,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,24.892,-7866.75,33323.48,36117.45,73119.72,19.25
2018-11-29 15:00:00,56.67,electricity_prices,3,11,15,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,24.892,-7467.25,33693.93,35839.91,73042.4,19.25
2018-11-29 16:00:00,57.09,electricity_prices,3,11,16,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,24.892,-7916.36,32977.95,37071.28,74337.32,19.25
2018-11-29 17:00:00,59.36,electricity_prices,3,11,17,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.9659258262890684,-0.2588190451025206,24.892,-7549.77,31610.62,38680.85,75761.32,19.25
2018-11-29 18:00:00,58.7,electricity_prices,3,11,18,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210292e-16,24.892,-8209.51,31219.0,39438.19,74770.53,19.25
2018-11-29 19:00:00,55.68,electricity_prices,3,11,19,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.9659258262890684,0.2588190451025203,24.892,-6654.99,29936.76,38667.05,73538.24,19.25
2018-11-29 20:00:00,47.88,electricity_prices,3,11,20,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,24.892,-9393.07,29475.8,37553.74,69326.32,19.25
2018-11-29 21:00:00,45.63,electricity_prices,3,11,21,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.7071067811865477,0.7071067811865474,24.892,-10084.78,28458.16,36145.13,65334.4,19.25
2018-11-29 22:00:00,43.78,electricity_prices,3,11,22,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,24.892,-9257.66,28434.96,33806.22,61694.43,19.25
2018-11-29 23:00:00,40.31,electricity_prices,3,11,23,0,0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,-0.2588190451025215,0.965925826289068,24.892,-8675.24,27715.3,32556.4,57593.63,19.25
2018-11-30 00:00:00,36.13,electricity_prices,4,11,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.0,1.0,24.892,-8477.26,25555.18,31444.97,54904.91,19.25
2018-11-30 01:00:00,37.68,electricity_prices,4,11,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.2588190451025207,0.9659258262890684,24.892,-8575.9,25419.45,30772.49,53335.4,19.25
2018-11-30 02:00:00,37.53,electricity_prices,4,11,2,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,24.892,-8903.49,25024.55,30710.35,52471.87,19.25
2018-11-30 03:00:00,37.86,electricity_prices,4,11,3,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.7071067811865475,0.7071067811865476,24.892,-8169.92,25097.67,30452.09,52541.2,19.25
2018-11-30 04:00:00,39.51,electricity_prices,4,11,4,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,24.892,-7984.73,25470.33,29792.49,54075.11,19.25
2018-11-30 05:00:00,43.05,electricity_prices,4,11,5,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.9659258262890684,0.2588190451025207,24.892,-9464.69,28671.48,29123.05,57088.04,19.25
2018-11-30 06:00:00,50.52,electricity_prices,4,11,6,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,24.892,-8281.7,33463.14,29391.59,64588.4,19.25
2018-11-30 07:00:00,66.84,electricity_prices,4,11,7,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.9659258262890684,-0.2588190451025206,24.892,-6513.57,36102.69,29200.36,70808.07,19.25
2018-11-30 08:00:00,68.02,electricity_prices,4,11,8,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,24.892,-6807.84,37647.82,28672.84,73242.31,19.25
2018-11-30 09:00:00,68.03,electricity_prices,4,11,9,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,24.892,-7292.38,37881.81,28248.13,73483.04,19.25
2018-11-30 10:00:00,68.19,electricity_prices,4,11,10,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,24.892,-6676.08,37760.9,27818.92,73951.64,19.25
2018-11-30 11:00:00,67.98,electricity_prices,4,11,11,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682,24.892,-5121.67,37750.78,27132.33,74468.74,19.25
2018-11-30 12:00:00,67.2,electricity_prices,4,11,12,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,24.892,-5150.46,37869.23,25628.39,73742.98,19.25
2018-11-30 13:00:00,67.24,electricity_prices,4,11,13,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684,24.892,-4708.96,37904.47,23561.8,72314.3,19.25
2018-11-30 14:00:00,65.3,electricity_prices,4,11,14,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,24.892,-4196.33,38036.22,21740.93,70753.44,19.25
2018-11-30 15:00:00,64.95,electricity_prices,4,11,15,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,24.892,-3575.57,38145.4,20574.35,70350.16,19.25
2018-11-30 16:00:00,67.24,electricity_prices,4,11,16,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,24.892,-5059.07,38332.76,20999.64,71595.36,19.25
2018-11-30 17:00:00,72.34,electricity_prices,4,11,17,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,-0.2588190451025206,24.892,-4057.98,38886.82,21492.54,72885.2,19.25
2018-11-30 18:00:00,68.92,electricity_prices,4,11,18,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210292e-16,24.892,-4046.12,38450.59,21656.95,71607.26,19.25
2018-11-30 19:00:00,63.5,electricity_prices,4,11,19,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,24.892,-4914.88,37474.02,22013.96,69786.74,19.25
2018-11-30 20:00:00,66.27,electricity_prices,4,11,20,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,24.892,-6946.05,36806.03,22199.97,66061.02,19.25
2018-11-30 21:00:00,57.55,electricity_prices,4,11,21,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474,24.892,-7991.69,35280.66,22277.17,62432.86,19.25
2018-11-30 22:00:00,53.91,electricity_prices,4,11,22,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,24.892,-8557.97,34167.6,22051.56,60023.7,19.25
2018-11-30 23:00:00,44.29,electricity_prices,4,11,23,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,24.892,-8203.83,31902.09,22059.93,56163.3,19.25
2018-12-01 00:00:00,44.33,electricity_prices,5,12,0,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,24.216,-8063.75,29637.9,22119.47,52346.85,19.25
2018-12-01 01:00:00,42.09,electricity_prices,5,12,1,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,24.216,-8292.07,28105.25,22388.57,50269.27,19.25
2018-12-01 02:00:00,42.03,electricity_prices,5,12,2,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,24.216,-8972.47,27617.57,22469.68,48951.94,19.25
2018-12-01 03:00:00,42.05,electricity_prices,5,12,3,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.7071067811865475,0.7071067811865476,24.216,-8340.77,27358.81,22809.27,48888.78,19.25
2018-12-01 04:00:00,44.56,electricity_prices,5,12,4,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,24.216,-9064.85,28061.87,22852.13,49204.0,19.25
2018-12-01 05:00:00,43.37,electricity_prices,5,12,5,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,24.216,-8978.69,28567.33,22646.17,49632.05,19.25
2018-12-01 06:00:00,42.89,electricity_prices,5,12,6,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,24.216,-9432.36,29070.19,22662.85,50962.09,19.25
2018-12-01 07:00:00,45.6,electricity_prices,5,12,7,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,-0.2588190451025206,24.216,-8857.54,30122.35,22430.99,54613.27,19.25
2018-12-01 08:00:00,53.91,electricity_prices,5,12,8,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,24.216,-8443.11,30522.75,23013.01,57482.12,19.25
2018-12-01 09:00:00,61.23,electricity_prices,5,12,9,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,24.216,-8100.69,31060.36,24894.09,59935.01,19.25
2018-12-01 10:00:00,57.39,electricity_prices,5,12,10,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,24.216,-8067.08,30822.53,26696.84,61103.0,19.25
2018-12-01 11:00:00,58.4,electricity_prices,5,12,11,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,24.216,-8096.53,30293.77,28336.36,61540.0,19.25
2018-12-01 12:00:00,58.15,electricity_prices,5,12,12,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,24.216,-8856.07,29580.24,28435.18,60679.2,19.25
2018-12-01 13:00:00,51.88,electricity_prices,5,12,13,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684,24.216,-8650.36,29545.1,26424.88,59223.8,19.25
2018-12-01 14:00:00,51.02,electricity_prices,5,12,14,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,24.216,-8368.09,29755.78,23555.4,58026.64,19.25
2018-12-01 15:00:00,52.3,electricity_prices,5,12,15,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,24.216,-6785.57,30406.86,21328.45,58027.02,19.25
2018-12-01 16:00:00,51.23,electricity_prices,5,12,16,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,24.216,-4836.41,30388.88,23327.88,60326.91,19.25
2018-12-01 17:00:00,58.35,electricity_prices,5,12,17,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206,24.216,-6464.35,30406.3,26701.92,62997.06,19.25
2018-12-01 18:00:00,49.6,electricity_prices,5,12,18,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210292e-16,24.216,-8145.81,29322.85,29190.2,63165.52,19.25
2018-12-01 19:00:00,45.37,electricity_prices,5,12,19,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,24.216,-9898.52,27349.3,31531.38,61647.4,19.25
2018-12-01 20:00:00,37.55,electricity_prices,5,12,20,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,24.216,-11060.48,24988.27,32926.14,58602.78,19.25
2018-12-01 21:00:00,32.05,electricity_prices,5,12,21,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,24.216,-11482.95,22340.67,33963.97,56028.08,19.25
2018-12-01 22:00:00,34.35,electricity_prices,5,12,22,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,24.216,-11680.24,21651.05,34117.29,55149.5,19.25
2018-12-01 23:00:00,25.0,electricity_prices,5,12,23,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068,24.216,-11486.15,19821.17,34935.42,51293.15,19.25
2018-12-02 00:00:00,30.26,electricity_prices,6,12,0,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,24.216,-11744.36,18730.15,34865.58,47574.71,19.25
2018-12-02 01:00:00,24.35,electricity_prices,6,12,1,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684,24.216,-11829.32,17883.11,34166.89,45323.86,19.25
2018-12-02 02:00:00,22.58,electricity_prices,6,12,2,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387,24.216,-11485.46,17585.59,34209.36,44134.26,19.25
2018-12-02 03:00:00,21.22,electricity_prices,6,12,3,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476,24.216,-11149.55,17330.17,33820.44,43762.95,19.25
2018-12-02 04:00:00,20.82,electricity_prices,6,12,4,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,24.216,-10771.05,17159.81,33713.37,43828.33,19.25
2018-12-02 05:00:00,19.65,electricity_prices,6,12,5,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.9659258262890684,0.2588190451025207,24.216,-10598.19,17022.56,33831.12,44043.33,19.25
2018-12-02 06:00:00,17.07,electricity_prices,6,12,6,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,24.216,-11215.81,16759.79,34454.72,44253.82,19.25
2018-12-02 07:00:00,20.86,electricity_prices,6,12,7,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.9659258262890684,-0.2588190451025206,24.216,-11954.56,17009.7,34714.49,46678.7,19.25
2018-12-02 08:00:00,24.38,electricity_prices,6,12,8,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,24.216,-12106.81,17542.31,34680.44,50466.01,19.25
2018-12-02 09:00:00,30.76,electricity_prices,6,12,9,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475,24.216,-12010.74,19423.1,34927.27,54278.19,19.25
2018-12-02 10:00:00,36.96,electricity_prices,6,12,10,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,24.216,-11874.92,20882.15,35537.22,56787.48,19.25
2018-12-02 11:00:00,39.11,electricity_prices,6,12,11,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,24.216,-11933.44,22061.41,35902.07,58966.94,19.25
2018-12-02 12:00:00,39.16,electricity_prices,6,12,12,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,24.216,-12284.57,22731.23,35523.77,58826.76,19.25
2018-12-02 13:00:00,36.27,electricity_prices,6,12,13,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684,24.216,-12228.57,22725.91,34529.95,57053.53,19.25
2018-12-02 14:00:00,31.76,electricity_prices,6,12,14,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,24.216,-12177.34,22196.38,33741.72,55885.56,19.25
2018-12-02 15:00:00,30.54,electricity_prices,6,12,15,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,24.216,-12529.24,22986.27,33582.49,55816.96,19.25
2018-12-02 16:00:00,30.31,electricity_prices,6,12,16,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,24.216,-12160.39,23736.63,33830.63,57622.89,19.25
2018-12-02 17:00:00,38.37,electricity_prices,6,12,17,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,24.216,-11905.55,23982.72,33832.53,59878.8,19.25
2018-12-02 18:00:00,38.39,electricity_prices,6,12,18,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210292e-16,24.216,-12308.07,23795.23,33706.28,59894.63,19.25
2018-12-02 19:00:00,36.28,electricity_prices,6,12,19,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,24.216,-12975.13,23725.09,33474.75,58508.87,19.25
2018-12-02 20:00:00,36.86,electricity_prices,6,12,20,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,24.216,-12484.75,23524.59,32896.14,56460.01,19.25
2018-12-02 21:00:00,33.41,electricity_prices,6,12,21,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474,24.216,-11152.57,21609.69,32101.78,54719.46,19.25
2018-12-02 22:00:00,37.04,electricity_prices,6,12,22,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,24.216,-13328.66,22413.72,31332.05,54524.63,19.25
2018-12-02 23:00:00,28.37,electricity_prices,6,12,23,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.2588190451025215,0.965925826289068,24.216,-13945.27,22440.05,32292.92,50820.86,19.25
2018-12-03 00:00:00,21.56,electricity_prices,0,12,0,0,0,-2.4492935982947064e-16,1.0,0.0,1.0,0.0,1.0,24.216,-12657.18,19870.23,32141.08,47880.8,19.25
